Ensembl Gene ID	Ensembl Transcript ID	CDS Length
ENSG00000125447	ENST00000580799	409
ENSG00000125447	ENST00000584243	457
ENSG00000125447	ENST00000577435	210
ENSG00000125447	ENST00000582376	321
ENSG00000125447	ENST00000538886	1806
ENSG00000125447	ENST00000537686	462
ENSG00000137767	ENST00000568606	1353
ENSG00000137767	ENST00000565227	219
ENSG00000137767	ENST00000563296	114
ENSG00000137767	ENST00000561735	422
ENSG00000137767	ENST00000260324	1353
ENSG00000137767	ENST00000561493	424
ENSG00000137767	ENST00000566934	545
ENSG00000137767	ENST00000565997	373
ENSG00000172062	ENST00000503079	789
ENSG00000172062	ENST00000380707	885
ENSG00000172062	ENST00000514951	684
ENSG00000172062	ENST00000506239	885
ENSG00000172062	ENST00000506163	849
ENSG00000172062	ENST00000507905	240
ENSG00000172062	ENST00000351205	789
ENSG00000180574	ENST00000322446	1401
ENSG00000180574	ENST00000538173	1419
ENSG00000110799	ENST00000261405	8442
ENSG00000110799	ENST00000321023	183
ENSG00000110799	ENST00000538563	183
ENSG00000110799	ENST00000572068	822
ENSG00000147649	ENST00000336273	1749
ENSG00000147649	ENST00000519934	1581
ENSG00000147649	ENST00000522313	672
ENSG00000147649	ENST00000519293	181
ENSG00000147649	ENST00000521933	565
ENSG00000111196	ENST00000539554	309
ENSG00000111196	ENST00000544850	273
ENSG00000111196	ENST00000320756	447
ENSG00000111196	ENST00000540074	135
ENSG00000111196	ENST00000545236	246
ENSG00000111196	ENST00000543929	246
ENSG00000111196	ENST00000546173	246
ENSG00000111196	ENST00000381881	336
ENSG00000105755	ENST00000292147	765
ENSG00000105755	ENST00000594342	288
ENSG00000105755	ENST00000600651	783
ENSG00000105755	ENST00000598330	288
ENSG00000105755	ENST00000602138	156
ENSG00000185000	ENST00000332324	1467
ENSG00000185000	ENST00000526479	948
ENSG00000185000	ENST00000531896	942
ENSG00000127903	ENST00000537055	1614
ENSG00000127903	ENST00000601659	277
ENSG00000236774	ENST00000544422	546
ENSG00000172869	ENST00000503802	1767
ENSG00000172869	ENST00000311085	9084
ENSG00000172869	ENST00000539542	9147
ENSG00000232833	ENST00000455764	342
ENSG00000131480	ENST00000253799	2271
ENSG00000131480	ENST00000452774	2190
ENSG00000170215	ENST00000377484	204
ENSG00000176472	ENST00000458714	1035
ENSG00000176472	ENST00000598080	303
ENSG00000176472	ENST00000314228	738
ENSG00000176472	ENST00000601282	738
ENSG00000116641	ENST00000454575	3910
ENSG00000116641	ENST00000340370	6330
ENSG00000116641	ENST00000404627	1899
ENSG00000116641	ENST00000251157	6390
ENSG00000140299	ENST00000267859	1308
ENSG00000140299	ENST00000439052	615
ENSG00000140299	ENST00000415213	1131
ENSG00000140299	ENST00000448414	262
ENSG00000233434	ENST00000543078	420
ENSG00000196774	ENST00000377477	2472
ENSG00000269699	ENST00000593711	1584
ENSG00000269699	ENST00000595671	582
ENSG00000269699	ENST00000597281	489
ENSG00000269699	ENST00000601070	1584
ENSG00000269699	ENST00000599935	1584
ENSG00000269699	ENST00000593931	201
ENSG00000269699	ENST00000391708	1584
ENSG00000269699	ENST00000221722	1584
ENSG00000112146	ENST00000459845	146
ENSG00000112146	ENST00000498744	436
ENSG00000112146	ENST00000370939	1212
ENSG00000112146	ENST00000323557	1314
ENSG00000112146	ENST00000473337	356
ENSG00000112146	ENST00000244426	1344
ENSG00000112146	ENST00000484436	463
ENSG00000112146	ENST00000473318	574
ENSG00000182782	ENST00000328880	1092
ENSG00000057019	ENST00000326840	2328
ENSG00000057019	ENST00000326857	2370
ENSG00000057019	ENST00000449482	326
ENSG00000138336	ENST00000373644	6411
ENSG00000255398	ENST00000528880	1164
ENSG00000139726	ENST00000280557	597
ENSG00000139726	ENST00000455982	483
ENSG00000233348	ENST00000419847	3381
ENSG00000233348	ENST00000451932	3399
ENSG00000233348	ENST00000443182	3381
ENSG00000233348	ENST00000419496	680
ENSG00000233348	ENST00000415721	410
ENSG00000233348	ENST00000436569	2228
ENSG00000233348	ENST00000429830	714
ENSG00000233348	ENST00000411914	736
ENSG00000233348	ENST00000423612	554
ENSG00000233348	ENST00000428037	1545
ENSG00000233348	ENST00000417824	734
ENSG00000233348	ENST00000439612	788
ENSG00000233348	ENST00000442427	734
ENSG00000233348	ENST00000436497	786
ENSG00000233348	ENST00000449173	731
ENSG00000233348	ENST00000437054	779
ENSG00000233348	ENST00000458287	775
ENSG00000233348	ENST00000434880	645
ENSG00000233348	ENST00000433726	698
ENSG00000233348	ENST00000437735	619
ENSG00000233348	ENST00000426331	591
ENSG00000233348	ENST00000437731	476
ENSG00000233348	ENST00000552116	3489
ENSG00000233348	ENST00000553225	2712
ENSG00000233348	ENST00000550509	3234
ENSG00000222028	ENST00000408907	903
ENSG00000269402	ENST00000600034	507
ENSG00000141314	ENST00000578006	156
ENSG00000141314	ENST00000431505	1248
ENSG00000141314	ENST00000269051	1215
ENSG00000141314	ENST00000538145	1191
ENSG00000141314	ENST00000536287	921
ENSG00000139880	ENST00000554034	2346
ENSG00000139880	ENST00000267383	2460
ENSG00000139880	ENST00000397359	2460
ENSG00000139880	ENST00000487137	2346
ENSG00000265690	ENST00000580114	436
ENSG00000265690	ENST00000523360	8
ENSG00000105497	ENST00000545217	156
ENSG00000105497	ENST00000262259	2136
ENSG00000105497	ENST00000596504	213
ENSG00000105497	ENST00000436511	339
ENSG00000105497	ENST00000600460	982
ENSG00000060339	ENST00000536391	357
ENSG00000060339	ENST00000265872	3453
ENSG00000060339	ENST00000538031	513
ENSG00000060339	ENST00000543719	3408
ENSG00000060339	ENST00000541012	1707
ENSG00000060339	ENST00000543229	255
ENSG00000060339	ENST00000539539	3130
ENSG00000060339	ENST00000543225	2316
ENSG00000060339	ENST00000536012	1939
ENSG00000060339	ENST00000494903	285
ENSG00000060339	ENST00000540210	1707
ENSG00000060339	ENST00000540807	241
ENSG00000060339	ENST00000479143	146
ENSG00000060339	ENST00000543706	869
ENSG00000060339	ENST00000483471	228
ENSG00000060339	ENST00000535016	3408
ENSG00000173156	ENST00000308831	633
ENSG00000173156	ENST00000533360	357
ENSG00000173156	ENST00000532559	435
ENSG00000156671	ENST00000447533	761
ENSG00000156671	ENST00000372690	1437
ENSG00000156671	ENST00000372687	981
ENSG00000156671	ENST00000542569	1248
ENSG00000152518	ENST00000282388	1485
ENSG00000161996	ENST00000549091	5253
ENSG00000161996	ENST00000293879	5247
ENSG00000161996	ENST00000552728	1428
ENSG00000161996	ENST00000550739	399
ENSG00000161996	ENST00000547944	1044
ENSG00000161996	ENST00000315764	900
ENSG00000161996	ENST00000551100	235
ENSG00000161996	ENST00000546896	348
ENSG00000249931	ENST00000512626	1824
ENSG00000206483	ENST00000404489	402
ENSG00000206483	ENST00000383572	402
ENSG00000087274	ENST00000510101	210
ENSG00000087274	ENST00000511797	413
ENSG00000087274	ENST00000513328	1899
ENSG00000087274	ENST00000508277	428
ENSG00000087274	ENST00000503455	1992
ENSG00000087274	ENST00000355842	1989
ENSG00000087274	ENST00000398123	1989
ENSG00000087274	ENST00000398129	2214
ENSG00000087274	ENST00000514940	1332
ENSG00000087274	ENST00000536424	318
ENSG00000087274	ENST00000541843	344
ENSG00000087274	ENST00000264758	2307
ENSG00000087274	ENST00000446856	2214
ENSG00000087274	ENST00000398125	1989
ENSG00000152527	ENST00000282406	4482
ENSG00000152527	ENST00000491692	270
ENSG00000152527	ENST00000490038	267
ENSG00000123146	ENST00000358600	2229
ENSG00000123146	ENST00000587606	464
ENSG00000123146	ENST00000586517	470
ENSG00000123146	ENST00000591080	448
ENSG00000123146	ENST00000357355	2361
ENSG00000123146	ENST00000592261	494
ENSG00000123146	ENST00000242786	2508
ENSG00000233812	ENST00000435655	528
ENSG00000129951	ENST00000359894	2241
ENSG00000129951	ENST00000520876	2157
ENSG00000129951	ENST00000517665	334
ENSG00000129951	ENST00000519502	403
ENSG00000206127	ENST00000509311	1899
ENSG00000206127	ENST00000562377	395
ENSG00000206127	ENST00000414865	888
ENSG00000141140	ENST00000431794	2913
ENSG00000141140	ENST00000586908	1911
ENSG00000141140	ENST00000591794	561
ENSG00000141140	ENST00000268852	2313
ENSG00000141140	ENST00000588471	328
ENSG00000141140	ENST00000591017	47
ENSG00000141140	ENST00000586007	954
ENSG00000141140	ENST00000544606	552
ENSG00000141140	ENST00000585719	530
ENSG00000141140	ENST00000589404	487
ENSG00000141140	ENST00000586886	197
ENSG00000141140	ENST00000585818	134
ENSG00000108666	ENST00000583104	292
ENSG00000108666	ENST00000577809	1191
ENSG00000108666	ENST00000582961	146
ENSG00000108666	ENST00000580558	397
ENSG00000108666	ENST00000583774	825
ENSG00000108666	ENST00000581747	265
ENSG00000108666	ENST00000583221	228
ENSG00000108666	ENST00000583334	113
ENSG00000108666	ENST00000225805	1191
ENSG00000168438	ENST00000368932	1740
ENSG00000168438	ENST00000368933	1620
ENSG00000168438	ENST00000368930	1620
ENSG00000168438	ENST00000453107	210
ENSG00000168438	ENST00000431461	376
ENSG00000168438	ENST00000307731	1740
ENSG00000102879	ENST00000563778	749
ENSG00000102879	ENST00000561815	654
ENSG00000102879	ENST00000219150	1386
ENSG00000102879	ENST00000570045	1386
ENSG00000102879	ENST00000565497	1170
ENSG00000102879	ENST00000570244	738
ENSG00000102879	ENST00000569203	444
ENSG00000102879	ENST00000569970	496
ENSG00000147382	ENST00000429336	283
ENSG00000147382	ENST00000440428	364
ENSG00000147382	ENST00000482182	425
ENSG00000147382	ENST00000406277	741
ENSG00000131471	ENST00000308423	2292
ENSG00000131471	ENST00000587330	433
ENSG00000131471	ENST00000592999	456
ENSG00000131471	ENST00000591562	663
ENSG00000131471	ENST00000588033	336
ENSG00000125285	ENST00000376945	831
ENSG00000144161	ENST00000409573	876
ENSG00000144161	ENST00000272570	876
ENSG00000100813	ENST00000557515	1749
ENSG00000100813	ENST00000338631	1845
ENSG00000100813	ENST00000357481	1752
ENSG00000100813	ENST00000262710	4026
ENSG00000100813	ENST00000397341	1752
ENSG00000100813	ENST00000555053	3987
ENSG00000100813	ENST00000555566	583
ENSG00000100813	ENST00000457657	3906
ENSG00000073050	ENST00000262887	1902
ENSG00000073050	ENST00000543982	1809
ENSG00000073050	ENST00000597811	496
ENSG00000073050	ENST00000598165	876
ENSG00000073050	ENST00000599693	628
ENSG00000073050	ENST00000594107	517
ENSG00000125257	ENST00000376887	3978
ENSG00000125257	ENST00000412704	3837
ENSG00000125257	ENST00000536256	2355
ENSG00000125257	ENST00000431522	2580
ENSG00000125257	ENST00000538287	75
ENSG00000114354	ENST00000418917	1191
ENSG00000114354	ENST00000490574	1203
ENSG00000114354	ENST00000240851	1203
ENSG00000114354	ENST00000479672	385
ENSG00000114354	ENST00000476228	1191
ENSG00000114354	ENST00000463568	471
ENSG00000114354	ENST00000487505	544
ENSG00000171489	ENST00000376940	480
ENSG00000171489	ENST00000304355	480
ENSG00000138764	ENST00000316355	1035
ENSG00000138764	ENST00000502280	1035
ENSG00000138764	ENST00000395640	1035
ENSG00000138764	ENST00000512918	482
ENSG00000138764	ENST00000509972	915
ENSG00000138764	ENST00000354403	1035
ENSG00000268759	ENST00000593303	561
ENSG00000232653	ENST00000569659	1791
ENSG00000232653	ENST00000448387	1899
ENSG00000232653	ENST00000426622	720
ENSG00000131482	ENST00000592383	531
ENSG00000131482	ENST00000253801	1074
ENSG00000131482	ENST00000585489	492
ENSG00000171483	ENST00000376932	567
ENSG00000171483	ENST00000509958	165
ENSG00000171483	ENST00000319275	273
ENSG00000125148	ENST00000245185	186
ENSG00000125148	ENST00000561491	222
ENSG00000108825	ENST00000360221	1578
ENSG00000108825	ENST00000409399	1761
ENSG00000108825	ENST00000409103	1488
ENSG00000108825	ENST00000421990	1761
ENSG00000108825	ENST00000423601	160
ENSG00000108825	ENST00000452752	566
ENSG00000108825	ENST00000454303	397
ENSG00000108825	ENST00000427569	1239
ENSG00000114026	ENST00000302003	1233
ENSG00000114026	ENST00000344629	1038
ENSG00000114026	ENST00000302036	1275
ENSG00000114026	ENST00000339511	975
ENSG00000114026	ENST00000449570	969
ENSG00000114026	ENST00000302008	1071
ENSG00000114026	ENST00000425665	159
ENSG00000114026	ENST00000383826	588
ENSG00000114026	ENST00000441094	668
ENSG00000114026	ENST00000429146	505
ENSG00000114026	ENST00000426518	386
ENSG00000114026	ENST00000352937	790
ENSG00000114026	ENST00000416333	396
ENSG00000114026	ENST00000349503	1074
ENSG00000171478	ENST00000304270	480
ENSG00000075142	ENST00000265729	597
ENSG00000075142	ENST00000419179	477
ENSG00000075142	ENST00000490437	468
ENSG00000075142	ENST00000394641	552
ENSG00000075142	ENST00000431660	543
ENSG00000075142	ENST00000457606	219
ENSG00000198826	ENST00000565905	2505
ENSG00000198826	ENST00000361627	3072
ENSG00000198826	ENST00000567348	1506
ENSG00000198826	ENST00000563864	1422
ENSG00000198826	ENST00000543522	2505
ENSG00000198826	ENST00000562481	620
ENSG00000177600	ENST00000321153	348
ENSG00000177600	ENST00000530797	348
ENSG00000177600	ENST00000530398	278
ENSG00000165583	ENST00000376923	567
ENSG00000165583	ENST00000311798	690
ENSG00000165583	ENST00000403001	387
ENSG00000165583	ENST00000347757	567
ENSG00000157856	ENST00000288710	2223
ENSG00000157856	ENST00000421869	363
ENSG00000157856	ENST00000442810	552
ENSG00000157856	ENST00000439066	520
ENSG00000157765	ENST00000513204	489
ENSG00000157765	ENST00000504570	2070
ENSG00000157765	ENST00000382051	2073
ENSG00000157765	ENST00000503434	2070
ENSG00000157765	ENST00000507530	483
ENSG00000268932	ENST00000594753	126
ENSG00000269521	ENST00000600158	210
ENSG00000134452	ENST00000362091	3132
ENSG00000134452	ENST00000379999	3285
ENSG00000134452	ENST00000379994	1215
ENSG00000134452	ENST00000397269	1644
ENSG00000196588	ENST00000355630	2796
ENSG00000196588	ENST00000402042	2646
ENSG00000196588	ENST00000407029	2796
ENSG00000196588	ENST00000402630	486
ENSG00000196588	ENST00000422851	220
ENSG00000196588	ENST00000396617	2397
ENSG00000169371	ENST00000567134	1083
ENSG00000169371	ENST00000308588	1083
ENSG00000169371	ENST00000564644	1083
ENSG00000169371	ENST00000564675	1083
ENSG00000169371	ENST00000568078	603
ENSG00000169371	ENST00000569817	629
ENSG00000169371	ENST00000564086	408
ENSG00000169371	ENST00000568162	302
ENSG00000169371	ENST00000563793	191
ENSG00000169371	ENST00000563875	6
ENSG00000169371	ENST00000371091	1209
ENSG00000165637	ENST00000298468	847
ENSG00000165637	ENST00000344036	584
ENSG00000165637	ENST00000332211	885
ENSG00000165637	ENST00000313132	930
ENSG00000165637	ENST00000447677	613
ENSG00000165637	ENST00000413289	329
ENSG00000165637	ENST00000543351	885
ENSG00000165637	ENST00000535553	768
ENSG00000189001	ENST00000588674	288
ENSG00000189001	ENST00000452271	1773
ENSG00000189001	ENST00000518157	744
ENSG00000105467	ENST00000344846	705
ENSG00000105467	ENST00000600863	273
ENSG00000105467	ENST00000601610	441
ENSG00000105467	ENST00000595322	225
ENSG00000169715	ENST00000306061	186
ENSG00000169715	ENST00000568293	120
ENSG00000169715	ENST00000330439	384
ENSG00000095564	ENST00000265990	5550
ENSG00000095564	ENST00000544642	2034
ENSG00000105438	ENST00000330720	639
ENSG00000105438	ENST00000597017	453
ENSG00000105438	ENST00000600980	662
ENSG00000125352	ENST00000371442	1032
ENSG00000124615	ENST00000373181	846
ENSG00000124615	ENST00000373186	1158
ENSG00000124615	ENST00000373188	1158
ENSG00000124615	ENST00000373195	1602
ENSG00000124615	ENST00000340692	1911
ENSG00000124615	ENST00000425303	1911
ENSG00000124615	ENST00000432280	1071
ENSG00000124615	ENST00000487924	297
ENSG00000124615	ENST00000308559	1863
ENSG00000124615	ENST00000373175	1071
ENSG00000268317	ENST00000600389	54
ENSG00000198483	ENST00000355594	3006
ENSG00000198483	ENST00000544626	414
ENSG00000116688	ENST00000235329	2274
ENSG00000116688	ENST00000412236	294
ENSG00000116688	ENST00000444836	2274
ENSG00000060140	ENST00000075503	1269
ENSG00000060140	ENST00000542924	249
ENSG00000060140	ENST00000542562	262
ENSG00000060140	ENST00000538867	249
ENSG00000060140	ENST00000535345	196
ENSG00000060140	ENST00000541561	122
ENSG00000173077	ENST00000374016	213
ENSG00000125356	ENST00000371437	213
ENSG00000187726	ENST00000339764	951
ENSG00000187726	ENST00000537753	426
ENSG00000187726	ENST00000542350	652
ENSG00000187726	ENST00000543947	426
ENSG00000188177	ENST00000409871	3570
ENSG00000188177	ENST00000343936	3570
ENSG00000105464	ENST00000263269	4011
ENSG00000130783	ENST00000253079	2055
ENSG00000130783	ENST00000392441	2049
ENSG00000130783	ENST00000341952	2049
ENSG00000130783	ENST00000539171	192
ENSG00000130783	ENST00000537566	1338
ENSG00000130783	ENST00000392440	1338
ENSG00000126752	ENST00000376919	567
ENSG00000163013	ENST00000521871	2628
ENSG00000163013	ENST00000520530	1453
ENSG00000163013	ENST00000295133	2811
ENSG00000010244	ENST00000394670	1485
ENSG00000010244	ENST00000321233	1437
ENSG00000010244	ENST00000394673	1392
ENSG00000010244	ENST00000579634	223
ENSG00000010244	ENST00000580759	279
ENSG00000010244	ENST00000342555	1494
ENSG00000010244	ENST00000577908	1482
ENSG00000010244	ENST00000394679	595
ENSG00000010244	ENST00000582165	287
ENSG00000010244	ENST00000578918	138
ENSG00000010244	ENST00000581531	1025
ENSG00000010244	ENST00000341711	1188
ENSG00000104341	ENST00000445593	954
ENSG00000104341	ENST00000517924	618
ENSG00000104341	ENST00000521545	681
ENSG00000186471	ENST00000371431	594
ENSG00000186471	ENST00000371422	270
ENSG00000186471	ENST00000334356	414
ENSG00000186471	ENST00000371423	417
ENSG00000186471	ENST00000371425	414
ENSG00000186471	ENST00000394594	270
ENSG00000166922	ENST00000300175	639
ENSG00000166922	ENST00000413748	636
ENSG00000166922	ENST00000494364	582
ENSG00000166922	ENST00000497208	585
ENSG00000166922	ENST00000471027	651
ENSG00000204648	ENST00000376909	567
ENSG00000204648	ENST00000407081	567
ENSG00000105447	ENST00000253237	1341
ENSG00000105447	ENST00000598711	685
ENSG00000131788	ENST00000393046	777
ENSG00000131788	ENST00000393045	1887
ENSG00000131788	ENST00000369298	1782
ENSG00000131788	ENST00000369299	873
ENSG00000205364	ENST00000379818	186
ENSG00000205364	ENST00000570233	207
ENSG00000020577	ENST00000554335	2157
ENSG00000020577	ENST00000251091	1893
ENSG00000020577	ENST00000555192	1038
ENSG00000020577	ENST00000392067	2157
ENSG00000020577	ENST00000357634	2154
ENSG00000119333	ENST00000372715	1611
ENSG00000119333	ENST00000451652	819
ENSG00000119333	ENST00000419989	420
ENSG00000165584	ENST00000298396	567
ENSG00000165584	ENST00000376895	303
ENSG00000165584	ENST00000376893	513
ENSG00000111237	ENST00000549578	549
ENSG00000111237	ENST00000360579	598
ENSG00000111237	ENST00000552130	264
ENSG00000111237	ENST00000546588	645
ENSG00000111237	ENST00000549970	264
ENSG00000111237	ENST00000397678	561
ENSG00000111237	ENST00000447578	264
ENSG00000140939	ENST00000565560	523
ENSG00000140939	ENST00000563439	416
ENSG00000140939	ENST00000564992	619
ENSG00000140939	ENST00000564053	813
ENSG00000140939	ENST00000566871	650
ENSG00000140939	ENST00000563258	395
ENSG00000140939	ENST00000568146	660
ENSG00000140939	ENST00000564860	317
ENSG00000140939	ENST00000432069	627
ENSG00000140939	ENST00000268605	627
ENSG00000177666	ENST00000336615	1515
ENSG00000164265	ENST00000504320	147
ENSG00000164265	ENST00000296694	282
ENSG00000132561	ENST00000521689	2814
ENSG00000132561	ENST00000524308	2748
ENSG00000132561	ENST00000522025	2019
ENSG00000132561	ENST00000520016	2871
ENSG00000132561	ENST00000518154	2161
ENSG00000132561	ENST00000521041	541
ENSG00000132561	ENST00000519585	346
ENSG00000132561	ENST00000522270	586
ENSG00000132561	ENST00000521952	467
ENSG00000132561	ENST00000517321	548
ENSG00000132561	ENST00000519582	530
ENSG00000132561	ENST00000522135	395
ENSG00000132561	ENST00000254898	2874
ENSG00000182752	ENST00000328252	4884
ENSG00000182752	ENST00000534838	1998
ENSG00000163762	ENST00000296059	606
ENSG00000163762	ENST00000470080	606
ENSG00000163762	ENST00000474754	479
ENSG00000213494	ENST00000480944	348
ENSG00000213494	ENST00000394509	282
ENSG00000213494	ENST00000435911	330
ENSG00000213494	ENST00000586216	198
ENSG00000213494	ENST00000536149	330
ENSG00000185697	ENST00000522677	2259
ENSG00000185697	ENST00000517885	1233
ENSG00000185697	ENST00000524176	2079
ENSG00000159685	ENST00000290913	708
ENSG00000159685	ENST00000503119	423
ENSG00000159685	ENST00000508789	771
ENSG00000159685	ENST00000513253	500
ENSG00000128285	ENST00000249016	1269
ENSG00000128285	ENST00000381433	891
ENSG00000128487	ENST00000395527	3207
ENSG00000128487	ENST00000583482	303
ENSG00000128487	ENST00000583528	234
ENSG00000128487	ENST00000583463	398
ENSG00000128487	ENST00000578321	57
ENSG00000128487	ENST00000582604	64
ENSG00000128487	ENST00000395529	2373
ENSG00000128487	ENST00000261503	3207
ENSG00000128487	ENST00000581973	307
ENSG00000128487	ENST00000580934	221
ENSG00000128487	ENST00000395530	2964
ENSG00000128487	ENST00000467722	78
ENSG00000128487	ENST00000395522	2112
ENSG00000128487	ENST00000395525	2130
ENSG00000128487	ENST00000581399	1604
ENSG00000128487	ENST00000582226	503
ENSG00000128487	ENST00000584527	609
ENSG00000128487	ENST00000578153	140
ENSG00000128487	ENST00000536879	1227
ENSG00000169629	ENST00000302558	5298
ENSG00000169629	ENST00000409750	4878
ENSG00000169629	ENST00000522286	297
ENSG00000169629	ENST00000330575	2715
ENSG00000169629	ENST00000496537	456
ENSG00000204645	ENST00000376886	567
ENSG00000204645	ENST00000375517	462
ENSG00000147437	ENST00000421054	279
ENSG00000147437	ENST00000276414	279
ENSG00000110436	ENST00000278379	1725
ENSG00000110436	ENST00000395750	1698
ENSG00000110436	ENST00000395753	1698
ENSG00000110436	ENST00000464522	276
ENSG00000110436	ENST00000531628	597
ENSG00000110436	ENST00000449068	599
ENSG00000118418	ENST00000344726	300
ENSG00000118418	ENST00000275036	234
ENSG00000260001	ENST00000565886	951
ENSG00000169908	ENST00000305366	609
ENSG00000169908	ENST00000472441	354
ENSG00000169908	ENST00000493348	306
ENSG00000169908	ENST00000493298	312
ENSG00000115155	ENST00000338581	3693
ENSG00000115155	ENST00000339598	3693
ENSG00000115155	ENST00000402415	3924
ENSG00000115155	ENST00000272371	5994
ENSG00000115155	ENST00000403946	5994
ENSG00000115155	ENST00000426958	424
ENSG00000103932	ENST00000561603	3387
ENSG00000103932	ENST00000304330	4182
ENSG00000103932	ENST00000562303	3948
ENSG00000103932	ENST00000568658	441
ENSG00000103932	ENST00000565035	601
ENSG00000103932	ENST00000567866	541
ENSG00000103932	ENST00000566863	386
ENSG00000268885	ENST00000594226	744
ENSG00000104756	ENST00000221200	1170
ENSG00000104756	ENST00000519665	174
ENSG00000104756	ENST00000523140	189
ENSG00000205362	ENST00000290705	186
ENSG00000104976	ENST00000221573	1005
ENSG00000104976	ENST00000595637	838
ENSG00000104976	ENST00000597584	294
ENSG00000167765	ENST00000301439	789
ENSG00000173120	ENST00000398645	2349
ENSG00000173120	ENST00000529006	3489
ENSG00000173120	ENST00000530342	2172
ENSG00000173120	ENST00000308783	1863
ENSG00000105501	ENST00000534261	1656
ENSG00000105501	ENST00000222107	1656
ENSG00000105501	ENST00000570106	1656
ENSG00000010278	ENST00000382518	687
ENSG00000010278	ENST00000536586	425
ENSG00000010278	ENST00000382519	685
ENSG00000010278	ENST00000009180	687
ENSG00000010278	ENST00000382515	480
ENSG00000129226	ENST00000250092	1065
ENSG00000129226	ENST00000380498	984
ENSG00000129226	ENST00000584502	542
ENSG00000129226	ENST00000584180	364
ENSG00000182324	ENST00000342291	1311
ENSG00000182324	ENST00000391884	1311
ENSG00000186364	ENST00000334513	987
ENSG00000186364	ENST00000444015	553
ENSG00000100372	ENST00000263255	192
ENSG00000100372	ENST00000435456	924
ENSG00000100372	ENST00000402844	678
ENSG00000100372	ENST00000447566	132
ENSG00000100372	ENST00000420970	720
ENSG00000100372	ENST00000430221	150
ENSG00000100372	ENST00000427084	171
ENSG00000100372	ENST00000458600	138
ENSG00000100372	ENST00000443810	138
ENSG00000100372	ENST00000412879	147
ENSG00000100372	ENST00000426396	447
ENSG00000100372	ENST00000434193	138
ENSG00000100372	ENST00000449676	138
ENSG00000100372	ENST00000434185	276
ENSG00000100372	ENST00000542412	705
ENSG00000100372	ENST00000544408	813
ENSG00000060138	ENST00000279550	912
ENSG00000060138	ENST00000228251	1119
ENSG00000060138	ENST00000541351	511
ENSG00000156234	ENST00000286758	330
ENSG00000268465	ENST00000595676	293
ENSG00000114554	ENST00000393409	5691
ENSG00000114554	ENST00000251772	5622
ENSG00000132773	ENST00000372090	1533
ENSG00000132773	ENST00000539779	1293
ENSG00000105443	ENST00000452733	1200
ENSG00000105443	ENST00000391881	879
ENSG00000105443	ENST00000325139	762
ENSG00000105443	ENST00000595765	645
ENSG00000105443	ENST00000427476	1203
ENSG00000257421	ENST00000547707	285
ENSG00000268361	ENST00000594374	393
ENSG00000232960	ENST00000428483	705
ENSG00000232960	ENST00000454382	648
ENSG00000232960	ENST00000454511	648
ENSG00000232960	ENST00000448596	648
ENSG00000234465	ENST00000599207	615
ENSG00000234465	ENST00000562255	351
ENSG00000234465	ENST00000569031	351
ENSG00000234465	ENST00000562365	351
ENSG00000138767	ENST00000504123	1668
ENSG00000138767	ENST00000515506	1408
ENSG00000138767	ENST00000512485	1689
ENSG00000138767	ENST00000504804	141
ENSG00000138767	ENST00000505983	781
ENSG00000138767	ENST00000515441	490
ENSG00000138767	ENST00000264903	1668
ENSG00000101882	ENST00000371410	1248
ENSG00000157823	ENST00000336418	582
ENSG00000157823	ENST00000423566	375
ENSG00000157823	ENST00000558011	618
ENSG00000157823	ENST00000557999	135
ENSG00000157823	ENST00000558806	111
ENSG00000157823	ENST00000558999	411
ENSG00000157823	ENST00000560251	375
ENSG00000114770	ENST00000334444	4314
ENSG00000114770	ENST00000437205	1422
ENSG00000114770	ENST00000443497	212
ENSG00000114770	ENST00000427120	696
ENSG00000114770	ENST00000443376	639
ENSG00000114770	ENST00000392579	678
ENSG00000114770	ENST00000382494	627
ENSG00000114770	ENST00000438979	162
ENSG00000114770	ENST00000437341	442
ENSG00000114770	ENST00000446941	162
ENSG00000114770	ENST00000265586	4185
ENSG00000023445	ENST00000263464	1815
ENSG00000023445	ENST00000532808	1815
ENSG00000023445	ENST00000532609	1119
ENSG00000023445	ENST00000527309	549
ENSG00000186141	ENST00000334163	1605
ENSG00000186141	ENST00000369294	1236
ENSG00000116691	ENST00000235332	1167
ENSG00000116691	ENST00000436478	1077
ENSG00000101333	ENST00000407043	339
ENSG00000101333	ENST00000441846	330
ENSG00000101333	ENST00000437503	244
ENSG00000101333	ENST00000416836	179
ENSG00000101333	ENST00000378493	3528
ENSG00000101333	ENST00000378501	3585
ENSG00000101333	ENST00000414679	3072
ENSG00000101333	ENST00000334005	3585
ENSG00000101333	ENST00000378473	3564
ENSG00000101333	ENST00000278655	3528
ENSG00000135625	ENST00000436467	1461
ENSG00000135625	ENST00000545030	1770
ENSG00000129167	ENST00000250018	1335
ENSG00000129167	ENST00000417164	621
ENSG00000129167	ENST00000528338	497
ENSG00000129167	ENST00000341556	1401
ENSG00000120162	ENST00000262244	651
ENSG00000154133	ENST00000306534	3024
ENSG00000154133	ENST00000533054	2589
ENSG00000169627	ENST00000569282	245
ENSG00000169627	ENST00000567436	267
ENSG00000169627	ENST00000305321	459
ENSG00000198300	ENST00000326441	4767
ENSG00000198300	ENST00000598410	4395
ENSG00000198300	ENST00000593695	4389
ENSG00000198300	ENST00000599534	4764
